,area,bhk,bath,location,price
713,450.0,1.0,1.0,Alaknanda,30.0
714,1300.0,2.0,2.0,Alaknanda,150.0
715,1200.0,2.0,2.0,Alaknanda,143.0
716,1300.0,3.0,2.0,Alaknanda,185.0
719,1500.0,3.0,2.0,Others,135.0
720,1600.0,4.0,2.0,Others,158.0
721,1200.0,1.0,4.0,Others,170.0
723,1250.0,3.0,2.0,Others,160.0
724,950.0,2.0,2.0,Others,129.0
725,1200.0,3.0,3.0,Others,135.0
726,1400.0,4.0,2.0,Others,178.0
727,950.0,2.0,2.0,Others,132.0
728,1350.0,3.0,3.0,Others,140.0
729,1550.0,4.0,2.0,Others,175.0
730,1300.0,3.0,2.0,Others,170.0
731,1000.0,2.0,2.0,Others,130.0
732,1500.0,3.0,3.0,Others,170.0
733,950.0,2.0,2.0,Others,127.0
734,1200.0,3.0,2.0,Others,135.0
735,1400.0,4.0,2.0,Others,174.0
736,1500.0,4.0,2.0,Others,178.0
737,1050.0,2.0,2.0,Others,127.0
738,1550.0,4.0,2.0,Others,162.0
739,950.0,2.0,2.0,Others,111.0
740,1150.0,2.0,2.0,Others,136.0
741,1150.0,2.0,2.0,Others,131.0
742,1150.0,2.0,2.0,Others,125.0
743,1500.0,3.0,2.0,Others,136.0
745,1300.0,3.0,3.0,Others,200.0
746,1150.0,2.0,2.0,Others,135.0
747,1500.0,3.0,2.0,Others,140.0
748,1150.0,2.0,2.0,Others,108.0
749,900.0,1.0,2.0,Others,90.0
752,450.0,1.0,1.0,Others,23.5
754,445.0,1.0,2.0,Others,16.5
755,1200.0,2.0,2.0,Others,100.0
759,500.0,1.0,1.0,Others,23.5
760,540.0,1.0,1.0,Others,23.5
761,450.0,1.0,1.0,Others,20.0
767,1000.0,3.0,2.0,Others,100.0
769,900.0,1.0,2.0,Others,90.0
775,765.0,1.0,2.0,Others,37.0
777,600.0,1.0,2.0,Others,45.0
778,360.0,1.0,1.0,Others,15.0
782,1800.0,3.0,4.0,Others,630.0
795,900.0,1.0,2.0,Others,49.0
799,1600.0,3.0,4.0,Others,600.0
802,500.0,1.0,1.0,Others,70.0
804,825.0,1.0,2.0,Others,59.9
807,580.0,1.0,1.0,Others,16.0
809,650.0,2.0,2.0,Mehrauli,27.5
810,405.0,1.0,1.0,Mehrauli,15.0
813,800.0,1.0,3.0,Mehrauli,45.0
814,405.0,1.0,1.0,Mehrauli,18.0
815,1350.0,3.0,3.0,Mehrauli,85.0
816,1350.0,3.0,3.0,Mehrauli,85.0
817,450.0,1.0,1.0,Mehrauli,17.0
818,1300.0,3.0,3.0,Mehrauli,70.0
819,1050.0,3.0,2.0,Mehrauli,56.0
820,1675.0,4.0,3.0,Mehrauli,135.0
821,1250.0,3.0,3.0,Mehrauli,85.0
822,1080.0,3.0,3.0,Mehrauli,60.0
823,1170.0,3.0,3.0,Mehrauli,72.0
824,1250.0,3.0,2.0,Mehrauli,65.0
825,1500.0,3.0,3.0,Mehrauli,84.0
826,1350.0,3.0,3.0,Mehrauli,85.0
827,855.0,2.0,2.0,Mehrauli,40.0
828,540.0,1.0,1.0,Mehrauli,17.0
829,1044.0,3.0,2.0,Mehrauli,60.0
830,405.0,1.0,1.0,Mehrauli,16.0
831,500.0,1.0,2.0,Mehrauli,21.0
832,450.0,1.0,1.0,Mehrauli,17.0
833,405.0,1.0,1.0,Mehrauli,15.0
834,405.0,1.0,1.0,Mehrauli,12.0
835,450.0,1.0,1.0,Mehrauli,16.5
837,1100.0,3.0,2.0,Mehrauli,85.0
838,600.0,1.0,2.0,Mehrauli,32.0
839,800.0,1.0,2.0,Mahavir Enclave,44.0
840,990.0,1.0,3.0,Mahavir Enclave,72.0
841,1100.0,3.0,2.0,Mahavir Enclave,75.0
842,1100.0,3.0,2.0,Mahavir Enclave,65.0
843,527.0,1.0,2.0,Mahavir Enclave,35.0
844,1000.0,2.0,2.0,Mahavir Enclave,65.0
845,1000.0,3.0,2.0,Mahavir Enclave,62.0
846,450.0,1.0,1.0,Mahavir Enclave,25.0
847,600.0,1.0,2.0,Mahavir Enclave,30.0
848,950.0,3.0,2.0,Mahavir Enclave,60.0
849,855.0,1.0,2.0,Mahavir Enclave,48.0
851,810.0,1.0,2.0,Mahavir Enclave,42.0
853,950.0,3.0,2.0,Mahavir Enclave,50.0
854,450.0,1.0,1.0,Mahavir Enclave,21.0
855,500.0,1.0,2.0,Mahavir Enclave,32.0
856,600.0,1.0,1.0,Mahavir Enclave,30.0
857,420.0,1.0,1.0,Mahavir Enclave,23.0
858,900.0,1.0,2.0,Mahavir Enclave,59.0
859,945.0,3.0,2.0,Mahavir Enclave,55.0
860,565.0,1.0,2.0,Mahavir Enclave,35.0
861,450.0,1.0,1.0,Mahavir Enclave,17.0
862,430.0,1.0,1.0,Mahavir Enclave,18.5
863,550.0,1.0,2.0,Mahavir Enclave,23.0
864,810.0,1.0,2.0,Mahavir Enclave,38.0
865,720.0,1.0,2.0,Mahavir Enclave,45.0
866,360.0,1.0,1.0,Mahavir Enclave,22.0
867,820.0,1.0,2.0,Mahavir Enclave,52.0
868,459.0,1.0,2.0,Mahavir Enclave,22.0
869,378.0,1.0,2.0,Narela,15.0
870,450.0,1.0,1.0,Narela,22.0
872,360.0,1.0,1.0,Narela,18.0
873,560.0,1.0,2.0,Narela,28.5
874,350.0,1.0,1.0,Narela,25.0
875,365.0,1.0,1.0,Narela,35.0
876,390.0,1.0,1.0,Narela,20.0
877,350.0,1.0,1.0,Narela,30.0
880,500.0,1.0,1.0,Narela,18.0
881,350.0,1.0,1.0,Narela,16.0
882,379.0,1.0,1.0,Narela,16.0
884,445.0,1.0,1.0,Narela,15.0
885,452.0,1.0,1.0,Narela,30.0
886,350.0,1.0,1.0,Narela,14.9
887,437.0,1.0,1.0,Narela,35.0
889,495.0,1.0,2.0,Narela,17.5
890,900.0,2.0,2.0,Narela,46.0
891,350.0,1.0,1.0,Narela,18.0
892,585.0,1.0,2.0,Narela,19.0
894,4900.0,1.0,1.0,Narela,10.0
895,2077.0,1.0,1.0,Narela,10.0
897,990.0,3.0,2.0,Narela,50.0
898,425.0,1.0,1.0,Narela,22.0
899,750.0,2.0,2.0,Malviya Nagar,130.0
900,1400.0,3.0,3.0,Malviya Nagar,340.0
902,3000.0,4.0,5.0,Malviya Nagar,745.0
903,2750.0,4.0,5.0,Malviya Nagar,750.0
904,2050.0,4.0,4.0,Malviya Nagar,625.0
905,3000.0,4.0,4.0,Malviya Nagar,670.0
906,850.0,2.0,2.0,Malviya Nagar,85.0
907,750.0,2.0,2.0,Malviya Nagar,115.0
909,800.0,2.0,2.0,Malviya Nagar,120.0
910,550.0,1.0,2.0,Malviya Nagar,107.0
911,700.0,2.0,2.0,Malviya Nagar,90.0
912,2316.0,3.0,4.0,Malviya Nagar,1000.0
913,900.0,1.0,2.0,Malviya Nagar,62.0
915,900.0,2.0,3.0,Malviya Nagar,125.0
916,1500.0,2.0,2.0,Malviya Nagar,130.0
917,650.0,1.0,2.0,Malviya Nagar,42.0
919,500.0,1.0,1.0,Malviya Nagar,23.0
920,1125.0,2.0,2.0,Malviya Nagar,81.0
922,2500.0,4.0,5.0,Malviya Nagar,625.0
923,2200.0,4.0,5.0,Malviya Nagar,650.0
924,1290.0,3.0,2.0,Malviya Nagar,200.0
925,2250.0,4.0,4.0,Malviya Nagar,575.0
926,1350.0,3.0,3.0,Malviya Nagar,300.0
927,1400.0,3.0,3.0,Malviya Nagar,300.0
928,1700.0,3.0,3.0,Malviya Nagar,300.0
929,450.0,1.0,1.0,Dilshad Garden,33.0
930,750.0,2.0,1.0,Dilshad Garden,73.5
932,400.0,1.0,1.0,Dilshad Garden,35.0
933,650.0,2.0,2.0,Dilshad Garden,65.0
935,400.0,1.0,1.0,Dilshad Garden,36.0
936,900.0,1.0,2.0,Dilshad Garden,135.0
937,1000.0,3.0,2.0,Dilshad Garden,92.0
938,405.0,1.0,1.0,Dilshad Garden,25.0
939,1700.0,3.0,2.0,Dilshad Garden,170.0
940,800.0,1.0,2.0,Dilshad Garden,90.3
941,1076.0,3.0,2.0,Dilshad Garden,93.0
943,460.0,1.0,1.0,Dilshad Garden,33.0
944,370.0,1.0,1.0,Dilshad Garden,24.0
945,1800.0,3.0,3.0,Dilshad Garden,150.0
947,350.0,1.0,1.0,Dilshad Garden,42.0
948,500.0,1.0,1.0,Dilshad Garden,58.0
949,900.0,1.0,2.0,Dilshad Garden,48.0
950,800.0,2.0,2.0,Dilshad Garden,75.0
951,350.0,1.0,1.0,Dilshad Garden,30.0
952,431.0,1.0,1.0,Dilshad Garden,43.0
953,500.0,1.0,1.0,Dilshad Garden,26.0
957,1000.0,3.0,3.0,Dilshad Garden,95.0
958,1600.0,3.0,2.0,Dilshad Garden,170.0
959,900.0,2.0,2.0,Vasundhara Enclave,80.0
961,1050.0,2.0,2.0,Vasundhara Enclave,90.0
962,1300.0,3.0,2.0,Vasundhara Enclave,115.0
963,1600.0,4.0,3.0,Vasundhara Enclave,200.0
964,900.0,2.0,2.0,Vasundhara Enclave,85.5
966,1000.0,3.0,2.0,Vasundhara Enclave,120.0
968,975.0,3.0,2.0,Vasundhara Enclave,120.0
969,900.0,2.0,2.0,Vasundhara Enclave,90.0
970,1100.0,2.0,2.0,Vasundhara Enclave,100.0
971,950.0,2.0,2.0,Vasundhara Enclave,81.0
973,1459.0,3.0,3.0,Vasundhara Enclave,142.0
974,1000.0,2.0,2.0,Vasundhara Enclave,75.0
975,1100.0,2.0,2.0,Vasundhara Enclave,95.0
976,1450.0,3.0,2.0,Vasundhara Enclave,140.0
978,1150.0,3.0,3.0,Vasundhara Enclave,120.0
979,780.0,2.0,2.0,Vasundhara Enclave,75.0
981,1350.0,3.0,3.0,Vasundhara Enclave,120.0
982,1200.0,3.0,2.0,Vasundhara Enclave,125.0
983,1460.0,3.0,3.0,Vasundhara Enclave,165.0
985,1100.0,2.0,2.0,Vasundhara Enclave,72.0
986,1500.0,3.0,3.0,Vasundhara Enclave,150.0
987,1050.0,2.0,2.0,Vasundhara Enclave,100.0
989,1500.0,2.0,2.0,Okhla,247.0
990,976.0,2.0,2.0,Okhla,249.0
991,540.0,1.0,1.0,Okhla,36.0
992,450.0,1.0,1.0,Okhla,17.0
993,900.0,2.0,2.0,Okhla,110.0
994,2500.0,4.0,4.0,Okhla,750.0
995,980.0,2.0,2.0,Others,248.0
996,945.0,2.0,2.0,Others,249.0
997,976.0,2.0,2.0,Others,249.0
998,1531.0,2.0,2.0,Okhla,259.0
999,1000.0,2.0,2.0,Okhla,117.0
1000,750.0,1.0,2.0,Okhla,135.0
1001,900.0,1.0,2.0,Okhla,55.0
1002,1512.0,2.0,2.0,Okhla,300.0
1005,2907.0,4.0,4.0,Okhla,300.0
1006,2210.0,4.0,3.0,Okhla,410.0
1008,2519.0,4.0,5.0,Others,689.0
1009,588.0,1.0,2.0,Okhla,18.0
1010,540.0,1.0,1.0,New Friends Colony,15.0
1012,550.0,1.0,1.0,Okhla,16.0
1013,750.0,1.0,2.0,Okhla,24.0
1016,810.0,2.0,2.0,Okhla,145.0
1017,3150.0,4.0,5.0,Okhla,615.0
1018,2000.0,4.0,4.0,Okhla,275.0
1019,1775.0,3.0,3.0,Karol Bagh,255.0
1020,1135.0,3.0,3.0,Karol Bagh,250.0
1021,1252.0,2.0,2.0,Karol Bagh,185.0
1022,2000.0,4.0,4.0,Karol Bagh,397.0
1023,530.0,1.0,1.0,Karol Bagh,68.0
1025,1017.0,3.0,3.0,Karol Bagh,220.0
1026,1775.0,3.0,3.0,Karol Bagh,255.0
1027,987.0,2.0,2.0,Karol Bagh,170.0
1028,1912.0,3.0,3.0,Karol Bagh,275.0
1029,5236.0,5.0,5.0,Karol Bagh,737.0
1030,2805.0,4.0,4.0,Karol Bagh,523.0
1033,1775.0,3.0,3.0,Karol Bagh,255.0
1034,675.0,2.0,2.0,Karol Bagh,100.0
1035,576.0,1.0,2.0,Karol Bagh,50.0
1036,1206.0,3.0,3.0,Karol Bagh,200.0
1037,1143.0,2.0,2.0,Karol Bagh,160.0
1038,345.0,1.0,1.0,Karol Bagh,55.0
1039,720.0,2.0,1.0,Karol Bagh,70.0
1040,468.0,1.0,2.0,Karol Bagh,41.0
1041,1600.0,3.0,3.0,Karol Bagh,240.0
1042,950.0,2.0,2.0,Karol Bagh,125.0
1043,535.0,1.0,1.0,Karol Bagh,39.0
1046,1135.0,3.0,3.0,Karol Bagh,245.0
1047,1200.0,3.0,2.0,Karol Bagh,209.0
1048,2200.0,3.0,3.0,Karol Bagh,431.0
1049,1240.0,3.0,3.0,Others,180.0
1050,3002.0,4.0,5.0,Kirti Nagar,500.0
1051,1350.0,3.0,2.0,Kirti Nagar,185.0
1052,2300.0,4.0,5.0,Kirti Nagar,465.0
1053,1429.0,3.0,3.0,Kirti Nagar,175.0
1054,2430.0,4.0,5.0,Kirti Nagar,425.0
1055,1450.0,3.0,3.0,Kirti Nagar,155.0
1056,1250.0,2.0,2.0,Kirti Nagar,150.0
1057,2800.0,4.0,4.0,Kirti Nagar,400.0
1058,1646.0,3.0,3.0,Kirti Nagar,200.0
1059,900.0,2.0,2.0,Kirti Nagar,67.0
1060,1250.0,3.0,2.0,Kirti Nagar,160.0
1061,900.0,1.0,2.0,Kirti Nagar,80.0
1062,1590.0,3.0,2.0,Kirti Nagar,250.0
1063,990.0,3.0,2.0,Kirti Nagar,250.0
1064,2282.0,4.0,5.0,Kirti Nagar,375.0
1065,1260.0,3.0,3.0,Kirti Nagar,250.0
1066,1457.0,3.0,3.0,Kirti Nagar,230.0
1067,1400.0,3.0,2.0,Kirti Nagar,175.0
1068,2175.0,4.0,4.0,Others,440.0
1069,1450.0,3.0,3.0,Kirti Nagar,150.0
1070,2800.0,4.0,5.0,Kirti Nagar,425.0
1071,861.0,2.0,2.0,Kirti Nagar,50.0
1072,2282.0,4.0,5.0,Kirti Nagar,380.0
1073,1753.0,3.0,3.0,Kirti Nagar,190.0
1074,2659.0,4.0,5.0,Kirti Nagar,435.0
1075,1550.0,3.0,2.0,Kirti Nagar,195.0
1076,1470.0,3.0,2.0,Kirti Nagar,142.0
1077,702.0,1.0,2.0,Kirti Nagar,142.0
1078,1138.0,2.0,2.0,Kirti Nagar,135.0
1079,1600.0,3.0,3.0,Sheikh Sarai,210.0
1080,1600.0,3.0,3.0,Sheikh Sarai,225.0
1081,1250.0,2.0,4.0,Sheikh Sarai,190.0
1082,810.0,1.0,2.0,Sheikh Sarai,75.0
1083,585.0,1.0,2.0,Sheikh Sarai,40.0
1086,600.0,1.0,1.0,Sheikh Sarai,70.0
1088,600.0,1.0,2.0,Sheikh Sarai,80.0
1089,1600.0,3.0,4.0,Sheikh Sarai,188.0
1091,450.0,1.0,1.0,Sheikh Sarai,22.0
1092,855.0,1.0,2.0,Sheikh Sarai,65.0
1093,1292.0,3.0,2.0,Sheikh Sarai,235.0
1094,1300.0,2.0,2.0,Sheikh Sarai,160.0
1095,1350.0,3.0,3.0,Sheikh Sarai,200.0
1097,850.0,2.0,2.0,Sheikh Sarai,135.0
1098,1650.0,3.0,3.0,Sheikh Sarai,225.0
1101,1250.0,2.0,1.0,Sheikh Sarai,175.0
1103,1500.0,3.0,3.0,Sheikh Sarai,225.0
1104,1100.0,2.0,2.0,Sheikh Sarai,125.0
1105,1400.0,3.0,2.0,Sheikh Sarai,190.0
1106,1300.0,2.0,2.0,Sheikh Sarai,155.0
1107,1100.0,2.0,2.0,Sheikh Sarai,135.0
1108,1600.0,3.0,3.0,Sheikh Sarai,210.0
1109,2250.0,4.0,4.0,Punjabi Bagh,500.0
1110,2592.0,4.0,3.0,Punjabi Bagh,425.0
1111,1800.0,4.0,4.0,Punjabi Bagh,455.0
1112,1700.0,3.0,3.0,Punjabi Bagh,230.0
1114,2572.0,3.0,3.0,Punjabi Bagh,350.0
1115,2100.0,3.0,3.0,Punjabi Bagh,250.0
1116,1620.0,3.0,3.0,Punjabi Bagh,290.0
1117,2500.0,4.0,4.0,Punjabi Bagh,800.0
1119,2445.0,4.0,4.0,Punjabi Bagh,525.0
1120,2250.0,4.0,4.0,Punjabi Bagh,375.0
1121,800.0,2.0,2.0,Punjabi Bagh,75.0
1122,1450.0,3.0,3.0,Punjabi Bagh,325.0
1123,1440.0,3.0,3.0,Punjabi Bagh,245.0
1125,1800.0,3.0,3.0,Punjabi Bagh,275.0
1126,4455.0,5.0,5.0,Punjabi Bagh,1150.0
1128,807.0,2.0,1.0,Punjabi Bagh,80.0
1129,3500.0,4.0,4.0,Punjabi Bagh,751.0
1130,1000.0,2.0,2.0,Punjabi Bagh,78.0
1131,900.0,2.0,2.0,Punjabi Bagh,150.0
1132,1800.0,3.0,3.0,Punjabi Bagh,275.0
1135,1350.0,3.0,3.0,Punjabi Bagh,235.0
1136,464.0,1.0,1.0,Punjabi Bagh,42.0
1137,954.0,2.0,2.0,Punjabi Bagh,100.0
1138,1155.0,2.0,2.0,Punjabi Bagh,185.0
1139,700.0,2.0,2.0,Alaknanda,165.0
1140,980.0,2.0,2.0,Alaknanda,138.0
1141,1350.0,3.0,3.0,Alaknanda,210.0
1143,969.0,2.0,2.0,Alaknanda,150.0
1144,1250.0,3.0,3.0,Alaknanda,200.0
1146,1400.0,3.0,2.0,Alaknanda,260.0
1147,1000.0,3.0,3.0,Alaknanda,195.0
1149,1500.0,3.0,3.0,Alaknanda,265.0
1154,1100.0,2.0,2.0,Alaknanda,150.0
1155,1200.0,2.0,2.0,Alaknanda,175.0
1156,1400.0,2.0,2.0,Alaknanda,140.0
1159,1300.0,3.0,3.0,Alaknanda,190.0
1160,1150.0,2.0,2.0,Alaknanda,165.0
1162,1400.0,2.0,2.0,Alaknanda,165.0
1163,450.0,1.0,1.0,Alaknanda,30.0
1164,1300.0,2.0,2.0,Alaknanda,150.0
1165,1200.0,2.0,2.0,Alaknanda,143.0
1166,1300.0,3.0,2.0,Alaknanda,185.0
1169,500.0,1.0,2.0,Kalkaji,33.0
1170,700.0,2.0,2.0,Kalkaji,38.0
1171,900.0,1.0,3.0,Kalkaji,70.0
1172,1260.0,3.0,3.0,Kalkaji,165.0
1174,405.0,1.0,1.0,Kalkaji,56.0
1175,1800.0,2.0,2.0,Kalkaji,210.0
1176,1300.0,3.0,3.0,Kalkaji,210.0
1178,900.0,1.0,2.0,Others,66.0
1180,720.0,2.0,2.0,Kalkaji,47.0
1181,1485.0,3.0,3.0,Kalkaji,300.0
1182,1600.0,3.0,3.0,Kalkaji,260.0
1183,1200.0,2.0,2.0,Kalkaji,185.0
1184,900.0,2.0,2.0,Kalkaji,65.0
1185,900.0,2.0,2.0,Kalkaji,150.0
1186,800.0,2.0,2.0,Kalkaji,80.0
1187,1150.0,2.0,3.0,Kalkaji,161.0
1188,900.0,1.0,3.0,Kalkaji,68.0
1190,1050.0,2.0,2.0,Others,90.0
1191,1000.0,2.0,2.0,Kalkaji,180.0
1192,1550.0,3.0,3.0,Kalkaji,275.0
1194,810.0,2.0,2.0,Kalkaji,140.0
1195,900.0,2.0,2.0,Kalkaji,90.0
1196,1200.0,2.0,2.0,Kalkaji,160.0
1197,1000.0,2.0,3.0,Others,110.0
1198,720.0,2.0,2.0,Kalkaji,55.0
1199,2520.0,3.0,3.0,Hauz Khas,475.0
1200,1700.0,3.0,4.0,Hauz Khas,450.0
1201,1800.0,3.0,3.0,Hauz Khas,435.0
1203,1800.0,4.0,4.0,Hauz Khas,800.0
1204,2000.0,3.0,3.0,Hauz Khas,375.0
1205,2066.0,4.0,4.0,Hauz Khas,600.0
1206,2050.0,3.0,3.0,Hauz Khas,710.0
1207,1100.0,3.0,3.0,Hauz Khas,185.0
1211,4350.0,4.0,5.0,Hauz Khas,1350.0
1212,1750.0,3.0,3.0,Hauz Khas,350.0
1214,1200.0,2.0,2.0,Hauz Khas,275.0
1215,1500.0,3.0,4.0,Hauz Khas,450.0
1216,2250.0,4.0,4.0,Hauz Khas,1000.0
1217,1800.0,3.0,4.0,Hauz Khas,470.0
1218,1600.0,3.0,4.0,Hauz Khas,275.0
1219,2800.0,4.0,5.0,Hauz Khas,700.0
1220,1700.0,3.0,3.0,Hauz Khas,365.0
1221,2400.0,4.0,5.0,Hauz Khas,650.0
1222,1980.0,3.0,4.0,Hauz Khas,350.0
1223,2100.0,4.0,5.0,Hauz Khas,560.0
1225,1250.0,3.0,3.0,Hauz Khas,240.0
1226,2300.0,4.0,4.0,Hauz Khas,1025.0
1227,2700.0,4.0,4.0,Hauz Khas,1000.0
1228,1450.0,3.0,3.0,Hauz Khas,450.0
1229,2097.0,3.0,3.0,Chittaranjan Park,290.0
1230,1250.0,3.0,3.0,Chittaranjan Park,255.0
1231,1600.0,3.0,3.0,Chittaranjan Park,335.0
1232,2600.0,4.0,5.0,Chittaranjan Park,625.0
1233,1700.0,3.0,3.0,Chittaranjan Park,475.0
1234,1116.0,3.0,3.0,Chittaranjan Park,147.0
1235,1070.0,2.0,3.0,Chittaranjan Park,180.0
1236,1200.0,3.0,3.0,Chittaranjan Park,225.0
1237,1200.0,3.0,3.0,Chittaranjan Park,220.0
1238,1200.0,3.0,3.0,Chittaranjan Park,222.0
1239,1450.0,3.0,3.0,Chittaranjan Park,225.0
1240,1000.0,2.0,2.0,Chittaranjan Park,75.0
1242,945.0,2.0,1.0,Chittaranjan Park,65.0
1243,1650.0,3.0,3.0,Chittaranjan Park,350.0
1244,1350.0,3.0,2.0,Kalkaji,175.0
1245,2625.0,4.0,5.0,Chittaranjan Park,600.0
1246,1800.0,4.0,4.0,Chittaranjan Park,400.0
1248,1440.0,3.0,3.0,Chittaranjan Park,225.0
1249,1900.0,3.0,4.0,Chittaranjan Park,285.0
1250,1800.0,3.0,3.0,Chittaranjan Park,290.0
1251,1200.0,3.0,2.0,Chittaranjan Park,155.0
1252,1800.0,3.0,3.0,Kalkaji,260.0
1253,1200.0,3.0,3.0,Chittaranjan Park,165.0
1255,1050.0,3.0,2.0,Chittaranjan Park,125.0
1256,875.0,1.0,3.0,Chittaranjan Park,175.0
1257,990.0,2.0,2.0,Chittaranjan Park,115.0
